종류,품종,시도,시군구,발생장소,구조일자
개,푸들 믹스,대전광역시,서구,카이스트교 인근,2017-08-10
개,푸들,대전광역시,서구,도마동 94-7 인근,2017-08-10
고양이,코리안숏헤어,대전광역시,서구,탄방지하차도 내,2017-08-10
개,치와와,대전광역시,서구,도마동 87-36 인근,2017-08-11
고양이,코리안숏헤어,대전광역시,서구,용문동 261-17 인근,2017-08-11
고양이,코리안숏헤어,대전광역시,서구,만년동 14 내,2017-08-11
개,진도,대전광역시,서구,변동5거리 인근,2017-08-11
개,믹스,대전광역시,서구,정림동 비비큐 인근,2017-08-12
고양이,코리안숏헤어,대전광역시,서구,월평초교 인근,2017-08-11
개,시츄,대전광역시,서구,한밭대로 596길 13,2017-08-12
개,푸들,대전광역시,서구,갈마동 1004 인근,2017-08-12
개,리트리버,대전광역시,서구,내동 20-28 인근,2017-08-13
고양이,코리안숏헤어,대전광역시,서구,용문동 169 내,2017-08-13
고양이,코리안숏헤어,대전광역시,서구,봉산초교 인근,2017-08-13
고양이,코리안숏헤어,대전광역시,서구,탄방동 66-4 내,2017-08-14
고양이,노르웨이숲,대전광역시,서구,변동 23-47 지하,2017-08-14
고양이,페르시안 믹스,대전광역시,서구,둔산여고 인근,2017-08-14
개,요크셔테리어 믹스,대전광역시,서구,갈마동 쌍용@ 인근,2017-08-15
개,믹스,대전광역시,서구,다이소 갈마점 인근,2017-08-15
고양이,코리안숏헤어,대전광역시,서구,월평119안전센터 내,2017-08-15
고양이,코리안숏헤어,대전광역시,서구,월평119안전센터 내,2017-08-15
고양이,코리안숏헤어,대전광역시,서구,월평119안전센터 내,2017-08-15
개,말티즈,대전광역시,서구,농도원네거리 인근,2017-08-15
고양이,아메리칸숏헤어,대전광역시,서구,탄방주공@ 105 인근,2017-08-15
고양이,코리안숏헤어,대전광역시,서구,월평타운@ 101 인근,2017-08-16
개,치와와,대전광역시,서구,용문동 278-18 내,2017-08-16
고양이,코리안숏헤어,대전광역시,중구,목동 목양마을@ 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,오정로23번길 28-5 주변,2017-08-16
고양이,코리안숏헤어,대전광역시,대덕구,오정로23번길 28-5 주변,2017-08-16
개,말티즈,대전광역시,대덕구,중리동 송촌족발 주변,2017-08-16
고양이,코리안숏헤어,대전광역시,대덕구,평촌동 535-1 주변,2017-08-16
개,스피츠,대전광역시,대덕구,오정네거리 주변,2017-08-16
고양이,코리안숏헤어,대전광역시,대덕구,법동 동부소방서 주변,2017-08-16
개,믹스,대전광역시,대덕구,송촌동 비래사 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,중리동로 39-24 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,대덕구,대전로1447번길 주변,2017-08-18
고양이,코리안숏헤어,대전광역시,동구,용전동 464-2번지 주변,2017-08-17
개,믹스,대전광역시,동구,가오동 569번지 주변,2017-08-17
개,진도,대전광역시,동구,인동 11-1 주변,2017-08-17
개,말티즈,대전광역시,동구,용운동 노인회관 주변,2017-08-17
고양이,코리안숏헤어,대전광역시,유성구,노은역 인근,2017-08-16
고양이,코리안숏헤어,대전광역시,유성구,장대동 370-5 인근,2017-08-17
개,치와와,대전광역시,유성구,스마트시티2단지 인근,2017-08-18
개,말티즈,대전광역시,유성구,스마트시티2단지 인근,2017-08-18
개,말티즈,대전광역시,유성구,스마트시티2단지 인근,2017-08-18
개,치와와,대전광역시,유성구,스마트시티2단지 인근,2017-08-18
개,시츄,대전광역시,유성구,스마트시티2단지 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,유성구,유성홈플러스 인근,2017-08-18
개,진도,대전광역시,유성구,구암교 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,유성구,구암동 429 인근,2017-08-18
고양이,샴,대전광역시,유성구,봉산동 290-8 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,유성구,카이스트 N5 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,서구,내동 25-3 인근,2017-08-16
개,믹스,대전광역시,서구,안골네거리 인근,2017-08-16
고양이,코리안숏헤어,대전광역시,서구,내동초교 인근,2017-08-16
개,진도,대전광역시,서구,내동 롯데@ 인근,2017-08-17
개,믹스,대전광역시,서구,관저동 마치광장 인근,2017-08-17
고양이,코리안숏헤어,대전광역시,서구,도마네거리 인근,2017-08-17
고양이,코리안숏헤어,대전광역시,서구,내동 서우@2단지 내,2017-08-17
고양이,코리안숏헤어,대전광역시,서구,용문동 259-7 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,서구,도마동 78-42 내,2017-08-18
고양이,코리안숏헤어,대전광역시,서구,도마동 78-42 내,2017-08-18
개,닥스훈트,대전광역시,서구,갈마동 러브펫병원 인근,2017-08-18
개,말티즈,대전광역시,서구,둔산동 2035 인근,2017-08-18
기타,토끼,대전광역시,서구,월평동 421 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,서구,우명동 바이오셀 인근,2017-08-18
개,믹스,대전광역시,서구,용문동 216-63 인근,2017-08-18
개,믹스,대전광역시,서구,용문동 216-63 인근,2017-08-18
고양이,코리안숏헤어,대전광역시,동구,삼성동 270-8 주변,2017-08-18
개,푸들,대전광역시,동구,중동 경북상회 주변,2017-08-19
고양이,코리안숏헤어,대전광역시,중구,대흥동 지하상가 A-59호,2017-08-18
개,믹스,대전광역시,중구,문화동 한밭도서관 GS25 주변,2017-08-19
고양이,코리안숏헤어,대전광역시,중구,부사동 스마트빌 주변,2017-08-19
개,믹스,대전광역시,중구,산성동 산성초교 주변,2017-08-19
개,푸들,대전광역시,대덕구,중리동 증산도 주변,2017-08-19
개,믹스,대전광역시,대덕구,신탄진동 대우새여울@ 주변,2017-08-20
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 동춘당 주변,2017-08-20
개,믹스,대전광역시,동구,삼성동 현암초교 주변,2017-08-19
개,스피츠,대전광역시,동구,자양동 실전네거리 주변,2017-08-19
개,푸들,대전광역시,동구,삼성동 계룡공고 주변,2017-08-19
개,푸들,대전광역시,동구,정동 구)대한통운 주변,2017-08-20
개,믹스,대전광역시,서구,안골네거리 인근,2017-08-19
개,믹스,대전광역시,서구,서부소방서 인근,2017-08-19
개,푸들,대전광역시,서구,도마동 172-34 인근,2017-08-19
개,말티즈,대전광역시,서구,용문역 인근,2017-08-19
개,시츄,대전광역시,서구,한가람@ 내,2017-08-20
고양이,코리안숏헤어,대전광역시,서구,용문동 268-6 인근,2017-08-20
개,리트리버,대전광역시,서구,내동 맑은아침@ 인근,2017-08-20
개,말티즈,대전광역시,서구,가장동 17-8 인근,2017-08-21
개,세퍼드,대전광역시,유성구,광수사 인근,2017-08-19
고양이,코리안숏헤어,대전광역시,유성구,반석동 522-1 내,2017-08-19
개,믹스,대전광역시,유성구,계산동 미학@ 인근,2017-08-20
개,푸들,대전광역시,유성구,유성시장 인근,2017-08-21
개,푸들,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,푸들,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,시츄,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,요크셔테리어,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,말티즈,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,시츄,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,시츄,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,푸들,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
개,요크셔테리어,대전광역시,유성구,관평교 인근 갑천변,2017-08-21
고양이,코리안숏헤어,대전광역시,유성구,장대동 284-7 인근,2017-08-21
고양이,코리안숏헤어,대전광역시,유성구,갑동 숯골냉면 내,2017-08-22
개,시츄,대전광역시,유성구,구암동 630-13 인근,2017-08-22
개,비숑프리제,대전광역시,중구,대흥공원 주변,2017-08-21
개,진도,대전광역시,중구,오류동 포스코 주변,2017-08-21
개,말티즈,대전광역시,중구,산성동 한밭가든@ 101동 주변,2017-08-22
개,믹스,대전광역시,중구,태평동 금성주유소 주변,2017-08-22
개,말티즈,대전광역시,중구,선화동 해광빌라 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,중구,선화침례교회 주변,2017-08-22
개,포메라이언,대전광역시,대덕구,신탄진동 OK PC방 주변,2017-08-20
고양이,코리안숏헤어,대전광역시,대덕구,중리동 243-41 주변,2017-08-20
개,스피츠,대전광역시,대덕구,중리동 영진로얄@ 주변,2017-08-20
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 242-11 주변,2017-08-21
개,허스키,대전광역시,대덕구,와동주공@ 주변,2017-08-21
개,말티즈,대전광역시,대덕구,덕암동 78-30 주변,2017-08-21
개,시츄,대전광역시,대덕구,중리동 138-3번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,비래동 560-6번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,비래동 560-6번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,비래동 560-6번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,비래동 560-6번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,비래동 560-6번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-16번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-16번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-16번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-16번지 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-16번지 주변,2017-08-22
개,포메라이언,대전광역시,동구,판암주공@ 3단지 주변,2017-08-21
고양이,코리안숏헤어,대전광역시,동구,대동 357-8번지 등용빌라 주변,2017-08-21
개,말티즈,대전광역시,동구,가양지구대 주변,2017-08-22
개,믹스,대전광역시,동구,대성동 하늘채@ 2단지 주변,2017-08-22
개,푸들,대전광역시,서구,탄방동 1480-6 인근,2017-08-22
개,말티즈,대전광역시,유성구,목원대 인근,2017-08-22
개,말티즈,대전광역시,중구,중촌동 선병원 주변,2017-08-22
개,시츄,대전광역시,중구,대사동 경성칼국수 주변,2017-08-22
개,시츄,대전광역시,중구,대사동 경성칼국수 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,대덕구,목상동 863-1번지 주변,2017-08-23
고양이,코리안숏헤어,대전광역시,동구,가양동 가양산부인과 주변,2017-08-22
고양이,코리안숏헤어,대전광역시,동구,가양동 가양산부인과 주변,2017-08-22
개,푸들,대전광역시,동구,낭월동 오투그란데@ 주변,2017-08-23
고양이,코리안숏헤어,대전광역시,중구,문화동 보문목욕탕 주변,2017-08-23
고양이,코리안숏헤어,대전광역시,중구,문화동 보문목욕탕 주변,2017-08-23
고양이,코리안숏헤어,대전광역시,중구,문화동 보문목욕탕 주변,2017-08-23
개,말티즈,대전광역시,중구,선화동 주민센터 주변,2017-08-23
고양이,코리안숏헤어,대전광역시,중구,선화동 426-1번지 광산주택 주변,2017-08-23
기타,고슴도치,대전광역시,대덕구,중리동 135-1 주변,2017-08-22
개,스피츠,대전광역시,대덕구,비래동 버스종점 주변,2017-08-23
개,믹스,대전광역시,대덕구,법동 계족산등산로 주변,2017-08-23
개,시츄,대전광역시,동구,자양동 주민센터 주변,2017-08-23
개,포메라이언,대전광역시,동구,가양동 54-47번지 주변,2017-08-24
고양이,코리안숏헤어,대전광역시,동구,세천동 세천초등학교 주변,2017-08-24
개,푸들,대전광역시,대덕구,송촌동 송촌고등학교 주변,2017-08-24
개,푸들,대전광역시,대덕구,대전로 1112안길 28 주변,2017-08-23
개,리트리버,대전광역시,대덕구,덕암동 7-20번지 주변,2017-08-24
개,믹스,대전광역시,중구,호동 127번지 주변,2017-08-24
개,스피츠,대전광역시,중구,문화동 천근네거리 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,중구,산성동 279-7 서울동물병원 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,중구,산성동 279-7 서울동물병원 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,중구,산성동 279-7 서울동물병원 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,중구,산성동 279-7 서울동물병원 주변,2017-08-25
개,믹스,대전광역시,대덕구,대화동 맥시칸치킨 주변,2017-08-24
개,믹스,대전광역시,동구,대동 대전여고 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,동구,판암동 방주@ 101동 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,동구,판암동 방주@ 101동 주변,2017-08-25
개,말티즈,대전광역시,동구,용전동 복합터미널 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,동구,동서대로1668번길 30 주변,2017-08-25
고양이,코리안숏헤어,대전광역시,서구,갈마동 329-5 내,2017-08-19
개,페키니즈,대전광역시,서구,갈마동 329-5 인근,2017-08-22
고양이,코리안숏헤어,대전광역시,서구,변동 73-4 내,2017-08-22
개,믹스,대전광역시,서구,도마동 312-117 내,2017-08-23
개,믹스,대전광역시,서구,도마동 312-117 내,2017-08-23
개,믹스,대전광역시,서구,도마동 312-117 내,2017-08-23
개,포메라이언,대전광역시,서구,둔산동 969 인근,2017-08-23
개,믹스,대전광역시,서구,괴정동 70-6 인근,2017-08-23
개,푸들 믹스,대전광역시,서구,갈마동 대전종합 인근,2017-08-23
고양이,코리안숏헤어,대전광역시,서구,내동 10-1 내,2017-08-23
개,믹스,대전광역시,서구,도마네거리 인근,2017-08-24
고양이,코리안숏헤어,대전광역시,서구,괴정동 82-5 인근,2017-08-24
고양이,코리안숏헤어,대전광역시,서구,관저동 천년나무@ 내,2017-08-24
개,푸들,대전광역시,서구,도마동 천일월드빌@ 내,2017-08-24
고양이,코리안숏헤어,대전광역시,서구,탄방자생한방병원 인근,2017-08-24
개,진도,대전광역시,서구,변동 유등천변,2017-08-25
개,진도,대전광역시,유성구,구암동 SK주유소 인근,2017-08-21
고양이,코리안숏헤어,대전광역시,유성구,노은동 에코힐@ 705 인근,2017-08-23
고양이,아메리칸숏헤어,대전광역시,유성구,송강동 청솔@ 514 인근,2017-08-23
고양이,코리안숏헤어,대전광역시,유성구,갑동 SK게림주유소 정비소,2017-08-24
고양이,샴,대전광역시,유성구,하기동 골프장 인근,2017-08-24
고양이,샴,대전광역시,유성구,하기동 골프장 인근,2017-08-24
개,요크셔테리어,대전광역시,유성구,관평동 신구교 인근,2017-08-24
고양이,코리안숏헤어,대전광역시,중구,태평동 버드내@ 정자 주변,2017-08-25
개,믹스,대전광역시,중구,대사동 251-6번지 주변,2017-08-25
개,푸들,대전광역시,대덕구,비래동주민센터 주변,2017-08-26
개,시츄,대전광역시,동구,판암동 주공@ 602동 주변,2017-08-25
개,진도,대전광역시,동구,용전동 신일교회 주변,2017-08-26
개,말티즈,대전광역시,동구,홍도동 미분빌라 주변,2017-08-26
고양이,러시안블루,대전광역시,중구,대흥동 쿨펫동물병원 앞 주변,2017-08-26
고양이,코리안숏헤어,대전광역시,중구,문화동 430-22 주변,2017-08-26
고양이,코리안숏헤어,대전광역시,중구,문화동 430-22 주변,2017-08-26
고양이,코리안숏헤어,대전광역시,중구,문화동 430-22 주변,2017-08-26
개,슈나우져,대전광역시,중구,남달미로 155,2017-08-26
개,말라뮤트,대전광역시,동구,소재동 대성여상 주변,2017-08-26
개,믹스,대전광역시,동구,대동 팬타뷰@ 주변,2017-08-27
개,믹스,대전광역시,동구,비룡동 폐고속도로 추동입구 주변,2017-08-27
개,믹스,대전광역시,동구,비룡동 폐고속도로 추동입구 주변,2017-08-27
개,포메라이언,대전광역시,동구,비룡동 폐고속도로 추동입구 주변,2017-08-27
개,푸들,대전광역시,동구,비룡동 폐고속도로 추동입구 주변,2017-08-27
고양이,코리안숏헤어,대전광역시,중구,호동 9-3 주변,2017-08-25
개,믹스,대전광역시,중구,호동 18-8번지 주변,2017-08-25
개,스피츠,대전광역시,중구,대흥동 새마을식당 주변,2017-08-26
고양이,코리안숏헤어,대전광역시,중구,은행동 중앙세탁소 주변,2017-08-27
개,푸들,대전광역시,중구,산성동 158-7 주변,2017-08-27
개,보스턴테리어,대전광역시,대덕구,와동 와동초등학교 주변,2017-08-26
개,포메라이언,대전광역시,대덕구,법동 주공2단지 후문 주변,2017-08-27
개,웰시코기,대전광역시,유성구,한밭대 인근,2017-08-25
개,믹스,대전광역시,유성구,송강중학교 인근,2017-08-25
고양이,페르시안,대전광역시,유성구,하기동 이노스빌@ 인근,2017-08-26
고양이,코리안숏헤어,대전광역시,유성구,노은동로 87길 5-12내,2017-08-26
개,믹스,대전광역시,유성구,도안 트리플시티 5단지 내,2017-08-26
개,동경견,대전광역시,유성구,구암동 이백과학 인근,2017-08-27
개,닥스훈트,대전광역시,유성구,유성고속버스터미널 인근,2017-08-27
개,믹스,대전광역시,유성구,교촌동 제이파크@ 내,2017-08-28
개,믹스,대전광역시,유성구,엑스포@ 307 인근,2017-08-28
개,포메라이언,대전광역시,유성구,유성고교 인근,2017-08-28
개,포메라이언 믹스,대전광역시,유성구,유성고교 인근,2017-08-28
고양이,노르웨이숲,대전광역시,유성구,관평동 롯데마트 인근,2017-08-28
고양이,노르웨이숲,대전광역시,유성구,관평동 롯데마트 인근,2017-08-28
고양이,코리안숏헤어,대전광역시,유성구,구암동 609-4 내,2017-08-29
고양이,코리안숏헤어,대전광역시,유성구,문화원로 138 건물 내,2017-08-29
개,믹스,대전광역시,유성구,에코동물병원 인근,2017-08-29
개,말티즈,대전광역시,서구,괴정동 70-4 인근,2017-08-25
고양이,코리안숏헤어,대전광역시,서구,탄방동 로데오타운 인근,2017-08-25
고양이,코리안숏헤어,대전광역시,서구,탄방동 로데오타운 인근,2017-08-25
고양이,코리안숏헤어,대전광역시,서구,괴정전화국 인근,2017-08-26
고양이,코리안숏헤어,대전광역시,서구,둔산동 녹원@ 내,2017-08-26
고양이,코리안숏헤어,대전광역시,서구,둔산동 샘머리@ 216 인근,2017-08-26
개,말티즈,대전광역시,서구,괴정동 70-17 인근,2017-08-26
개,치와와,대전광역시,서구,관저동 1601 인근,2017-08-27
고양이,코리안숏헤어,대전광역시,서구,갈마동 동산@ 인근,2017-08-27
개,닥스훈트,대전광역시,서구,갈마동 러브펫동물병원 인근,2017-08-28
개,말티즈,대전광역시,서구,갈마성당 인근,2017-08-28
개,푸들,대전광역시,서구,도마동 29-33 인근,2017-08-28
개,포메라이언,대전광역시,서구,갈마2동사무소 인근,2017-08-28
개,요크셔테리어,대전광역시,서구,괴정동사무소 인근,2017-08-28
개,말티즈 믹스,대전광역시,서구,월평동 하나로@ 내,2017-08-28
개,믹스,대전광역시,서구,정림삼거리 인근,2017-08-28
개,닥스훈트 믹스,대전광역시,서구,갈마도서관 인근,2017-08-28
개,포메라이언,대전광역시,서구,괴정동 124-21 인근,2017-08-29
고양이,벵갈 믹스,대전광역시,서구,도마동 317-49 인근,2017-08-29
개,코카스파니엘,대전광역시,서구,한민시장 인근,2017-08-29
개,시츄,대전광역시,서구,내동초교 인근,2017-08-29
개,포인터,대전광역시,서구,괴정동사무소 인근,2017-08-30
고양이,코리안숏헤어,대전광역시,서구,내동 11-15 인근,2017-08-30
개,믹스,대전광역시,유성구,계산동 학의뜰@ 내,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,문창동 75-92 주변,2017-08-27
개,푸들,대전광역시,중구,안영동 668-2 주변,2017-08-28
개,믹스,대전광역시,중구,호동 보성산업 주변,2017-08-29
개,말티즈,대전광역시,대덕구,오정동 농민식품 주변,2017-08-27
고양이,코리안숏헤어,대전광역시,대덕구,오정동 라이언PC 2층 주변,2017-08-28
개,푸들,대전광역시,대덕구,오정동 동일타이어 주변,2017-08-28
개,포메라이언,대전광역시,대덕구,오정동 한남대정문 주변,2017-08-29
개,슈나우져,대전광역시,대덕구,중리동 맥도날드 주변,2017-08-29
개,스피츠,대전광역시,대덕구,상서당1길 60 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,동구,대동 33-124 주변,2017-08-27
개,진도,대전광역시,동구,판암주공@ 503동 주변,2017-08-29
개,믹스,대전광역시,동구,판암주공@ 602동 주변,2017-08-29
개,믹스,대전광역시,동구,용운동 다모아공인중개사 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,문화동 374-16번지 4층 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,문화동 374-16번지 4층 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,문화동 374-16번지 4층 주변,2017-08-29
개,푸들,대전광역시,중구,선화동 381-83번지 주변,2017-08-29
개,믹스,대전광역시,중구,유천동 원평초교 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,안영동 청석골 주변,2017-08-29
고양이,코리안숏헤어,대전광역시,중구,오류동 오룡역3번출구 주변,2017-08-30
고양이,코리안숏헤어,대전광역시,중구,호동 246-3 주변,2017-08-30
개,믹스,대전광역시,중구,산성동 남부교회 주변,2017-08-30
개,푸들,대전광역시,중구,대종로62번길 59,2017-08-30
고양이,코리안숏헤어,대전광역시,중구,태평동 366-18번지 주변,2017-08-31
개,진도,대전광역시,대덕구,송촌동 동춘당공원 주변,2017-08-30
고양이,코리안숏헤어,대전광역시,대덕구,오정동 333-14 주변,2017-08-30
고양이,코리안숏헤어,대전광역시,대덕구,송촌동 그린타운@ 111동 주변,2017-08-30
개,믹스,대전광역시,대덕구,비래동 한신@ 주변,2017-08-30
개,슈나우져,대전광역시,동구,용전동 용전성당 주변,2017-08-30
개,시츄,대전광역시,동구,가양동 동신@ 주변,2017-08-30
개,푸들,대전광역시,중구,문화동 한밭도서관 주변,2017-08-31
개,포메라이언,대전광역시,중구,호동 9-6 영천떡방앗간 주변,2017-08-31
개,진도,대전광역시,대덕구,법동 산2-1 과수원 주변,2017-08-31
고양이,앙고라,대전광역시,서구,둔산동 국민은행 주차장 인근,2017-08-30
고양이,코리안숏헤어,대전광역시,서구,만년동 376 인근,2017-08-30
고양이,코리안숏헤어,대전광역시,서구,기아자동차 내동점 매장내,2017-08-30
고양이,코리안숏헤어,대전광역시,서구,도마동 163-4 인근,2017-08-30
고양이,앙고라,대전광역시,서구,갈마1동사무소 인근 차량내,2017-08-30
고양이,코리안숏헤어,대전광역시,서구,가수원동 777-17 내,2017-08-31
개,닥스훈트,대전광역시,서구,복수동 목화@ 103 옥상,2017-08-31
개,푸들,대전광역시,중구,유천동 유등지구대 주변,2017-08-31
고양이,코리안숏헤어,대전광역시,대덕구,신탄진동 대우새여울@ 후문 주변,2017-08-31
개,믹스,대전광역시,대덕구,미호동 대청댐 주변,2017-08-31
개,푸들,대전광역시,서구,가장동 18-1 인근,2017-08-31
고양이,코리안숏헤어,대전광역시,대덕구,석봉로 37번길 57 주변,2017-09-01
고양이,코리안숏헤어,대전광역시,대덕구,오정동 33-6번지 주변,2017-09-01
개,치와와,대전광역시,동구,가양동 가양산부인관 주변,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,갈마동 378-15 인근,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,월평동 244 본도시락 인근,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,탄방동 66-4 내,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,이마트 월평점 내,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,이마트 월평점 내,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,이마트 월평점 내,2017-09-01
고양이,코리안숏헤어,대전광역시,서구,이마트 월평점 내,2017-09-01
개,진도,대전광역시,서구,도마동 89-13 인근,2017-09-02
개,포메라이언,대전광역시,서구,도마동 146-10 내,2017-09-02
개,푸들,대전광역시,유성구,유림공원 내,2017-09-01
개,푸들,대전광역시,유성구,갑동 그림을마시다 인근,2017-09-01
고양이,코리안숏헤어,대전광역시,유성구,장대동 281-10 인근,2017-09-02
고양이,코리안숏헤어,대전광역시,중구,옥계동 옥계빌라 주변,2017-09-01
개,푸들,대전광역시,대덕구,신대동 회덕로 43길 20 주변,2017-09-02
개,푸들,대전광역시,대덕구,신대동 회덕로 43길 20 주변,2017-09-02
개,말티즈,대전광역시,동구,가양동 우암사적공원 주변,2017-09-01
고양이,코리안숏헤어,대전광역시,동구,용운동 복음로얄@ 주변,2017-09-01
개,푸들,대전광역시,동구,용전동 167-20 주변,2017-09-02
개,믹스,대전광역시,대덕구,송촌동 선비동물병원 주변,2017-09-02
개,스피츠,대전광역시,동구,홍도동 2-2번지 주변,2017-09-03
개,믹스,대전광역시,동구,용전동 복합터미널 주변,2017-09-03
개,믹스,대전광역시,동구,용전동 허브모텔 주변,2017-09-03
개,믹스,대전광역시,동구,용전동 허브모텔 주변,2017-09-03
개,말티즈,대전광역시,동구,자양동 채선당 주변,2017-09-04
개,믹스,대전광역시,동구,성남동 9-170번지 주변,2017-09-04
개,요크셔테리어 믹스,대전광역시,중구,대사동 농협중앙회 주변,2017-09-03
개,믹스,대전광역시,중구,태평동 태평@103동 주변,2017-09-03
개,말티즈,대전광역시,중구,옥계동 덕산빌라 주변,2017-09-04
개,시츄,대전광역시,중구,용두동 89-3번지 주변,2017-09-04
개,푸들,대전광역시,대덕구,미호동 274-1번지 주변,2017-09-03
개,치와와,대전광역시,대덕구,중리동 중리중학교 주변,2017-09-03
고양이,코리안숏헤어,대전광역시,대덕구,대화동 27-15번지 주변,2017-09-04
기타,토끼,대전광역시,대덕구,오정동 294-8번지 주변,2017-09-04
개,미니핀,대전광역시,대덕구,중리동 110-10 미소세탁소 주변,2017-09-04
개,닥스훈트,대전광역시,유성구,동물보호센터 내(모견발생장소 :유성IC 삼거리),2017-09-04
개,스피츠,대전광역시,동구,동물보호센터 내(모견발생장소: 용전동 KT전화국 주변),2017-09-04
고양이,코리안숏헤어,대전광역시,서구,가장동 19-6 인근,2017-09-02
고양이,코리안숏헤어,대전광역시,서구,둔산동 이마트 내,2017-09-03
개,말티즈,대전광역시,서구,도마네거리 인근,2017-09-03
개,말티즈,대전광역시,서구,만년동 새로남교회 인근,2017-09-03
개,푸들,대전광역시,서구,내동 서우@ 2단지 내,2017-09-04
개,진도,대전광역시,서구,갈마동 한마음동산 인근,2017-09-03
개,푸들,대전광역시,서구,타임동물병원 인근,2017-09-04
고양이,코리안숏헤어,대전광역시,서구,가장동 50-18 내,2017-09-04
고양이,러시안블루,대전광역시,서구,도마동 171-14 내,2017-09-04
개,말티즈,대전광역시,서구,변동오거리 인근,2017-09-04
개,말티즈,대전광역시,서구,가수원중학교 정문,2017-09-04
개,믹스,대전광역시,서구,도마동 334-14 인근,2017-09-04
고양이,코리안숏헤어,대전광역시,유성구,엑스포@ 303인근,2017-09-03
개,말티즈,대전광역시,유성구,유성선병원 주차장,2017-09-03
고양이,코리안숏헤어,대전광역시,유성구,교촌동 621-16 인근,2017-09-03
개,푸들,대전광역시,유성구,한우물네거리 인근,2017-09-04
개,푸들,대전광역시,유성구,한우물네거리 인근,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
개,푸들,대전광역시,유성구,용계2교 교량 밑,2017-09-04
