번호,구조일자,종류,품종,시군구,발생장소
4765,2018-11-04,개,푸들,동구,용전동 76-5번지 주변
4766,2018-11-04,개,말티즈,동구,용전동 크로바@ 주변
4767,2018-11-05,개,믹스,동구,판암동 판암주공@ 413동 주변
4768,2018-11-05,개,믹스,동구,판암동 판암주공@ 413동 주변
4769,2018-11-04,개,말티즈,대덕구,석봉동 322-6번지 주변
4770,2018-11-04,고양이,코리안숏헤어,중구,중촌동 맛나식당 주변
4771,2018-11-04,고양이,코리안숏헤어,중구,문화동 147-4 영광빌라 주변
4772,2018-11-05,개,푸들,중구,용두동 미르마을@ 주변
4773,2018-11-03,개,푸들,중구,선화동 호수돈여고 주변
4774,2018-11-05,고양이,코리안숏헤어,중구,은행동 137-24번지 주변
4775,2018-11-05,고양이,코리안숏헤어,중구,용두동 건신대학원대학교 주변
4776,2018-11-05,고양이,스코티쉬폴드,중구,태평동 삼부@ 4동 주변
4777,2018-11-06,고양이,페르시안,중구,선화동 108-15번지 주변
4778,2018-11-06,고양이,코리안숏헤어,중구,선화동 136-11번지 주변
4779,2018-11-06,개,말티즈,동구,용전동 홈플러스 주변
4780,2018-11-06,고양이,코리안숏헤어,동구,용운동 멤버스빌앞 주변
4781,2018-11-06,고양이,코리안숏헤어,동구,세천동 137번지 주변
4782,2018-11-06,개,푸들,동구,정보길 99 주변
4783,2018-11-06,개,푸들,동구,정보길 99 주변
4784,2018-11-06,개,믹스,동구,신흥동 이스시트@ 주변
4785,2018-11-06,개,믹스,동구,대전역지구대 주변
4786,2018-11-06,개,핏불테리어,동구,판암하이마트 주변
4787,2018-11-06,개,말티즈,중구,대흥동 367-4번지
4788,2018-11-03,개,말티즈,서구,내동 래미안@ 인근
4789,2018-11-03,고양이,코리안숏헤어,서구,수정타운@ 상가 내
4790,2018-11-03,고양이,코리안숏헤어,서구,둔산동 해님@ 상가 인근
4791,2018-11-03,고양이,코리안숏헤어,서구,용문동 219-9 인근
4792,2018-11-03,고양이,페르시안,서구,도솔로 91 인근
4793,2018-11-04,개,푸들,서구,용문역 3번출구 인근
4794,2018-11-04,개,진도,서구,도마네거리 인근
4795,2018-11-04,개,말티즈,서구,세이브존 인근
4796,2018-11-05,고양이,코리안숏헤어,서구,내동 맑은아침@ 내
4797,2018-11-05,개,코카스파니엘,서구,흑석동 치안센터 인근
4798,2018-11-05,고양이,코리안숏헤어,서구,용문동 206-6 내
4799,2018-11-05,고양이,코리안숏헤어,서구,괴정동 7-19 인근
4800,2018-11-05,개,믹스,서구,변동초교 인근
4801,2018-11-06,개,푸들,서구,용문동 270-6 인근
4802,2018-11-06,개,시츄,서구,우명길 33-8 내
4803,2018-11-06,개,프렌치불독,서구,가장교 인근
4804,2018-11-06,고양이,코리안숏헤어,서구,용문동 오성숯불갈비 인근
4805,2018-11-07,개,시츄,서구,둔원고교 인근
4806,2018-11-03,고양이,코리안숏헤어,유성구,반석마을@ 1단지 내
4807,2018-11-04,고양이,코리안숏헤어,유성구,화암동 155-47 내
4808,2018-11-04,고양이,앙고라,유성구,죽동 603-15 인근
4809,2018-11-05,고양이,코리안숏헤어,유성구,지족중학교 내
4810,2018-11-05,개,믹스,유성구,상대동 트리플시티@ 906 내
4811,2018-11-05,고양이,코리안숏헤어,유성구,지족중학교 내
4812,2018-11-05,고양이,코리안숏헤어,유성구,지족중학교 내
4813,2018-11-05,개,말티즈,유성구,구암동 새마을금고 인근
4814,2018-11-06,고양이,코리안숏헤어,유성구,교촌동 몬스터카센터 내
4815,2018-11-06,개,치와와,유성구,진잠타운@ 인근
4816,2018-11-07,고양이,코리안숏헤어,유성구,하기동 526-6 인근
4817,2018-11-07,개,믹스,중구,선화동 17번지 주변
4818,2018-11-07,개,믹스,중구,선화동 17번지 주변
4819,2018-11-07,고양이,코리안숏헤어,중구,석교동 76-8번지 주변
4820,2018-11-07,개,포메라이언,중구,유천동 유등지구대 주변
4821,2018-11-08,개,말티즈,중구,대사동 남대전지구대 주변
4822,2018-11-08,개,말티즈,중구,대흥동 326-183번지 주변
4823,2018-11-08,고양이,코리안숏헤어,중구,중촌동 목양마을@ 주변
4824,2018-11-07,고양이,코리안숏헤어,대덕구,선비마을로 20 자연소반 주변
4825,2018-11-08,개,치와와,대덕구,신탄진동 신탄진주민센터 주변
4826,2018-11-07,개,말티즈,서구,흑석동주민센터 주변
4827,2018-11-07,개,믹스,유성구,장대동 파크랜드 인근
4828,2018-11-08,고양이,코리안숏헤어,유성구,지족동 130-19 인근
4829,2018-11-09,개,진도,중구,부사동 한밭운동장 주변
4830,2018-11-09,개,말티즈,중구,테미로 44번길 31-2 주변
4831,2018-11-09,개,요크셔테리어,대덕구,오정동 삼익양지마을@ 104동 주변
4832,2018-11-09,개,스피츠,동구,자양동 141-1번지 주변
4833,2018-11-10,고양이,코리안숏헤어,중구,대흥동 5-22번지 주변
4834,2018-11-10,개,푸들,대덕구,신탄진동 117-35번지 주변
4835,2018-11-10,개,믹스,대덕구,중리동 중리지구대 주변
4836,2018-11-11,개,푸들,대덕구,석봉동 대덕보건소 주변
4837,2018-11-04,개,말티즈,서구,도마동 128-33 인근
4838,2018-11-09,고양이,코리안숏헤어,서구,변동초등학교 인근
4839,2018-11-09,개,푸들,서구,둔산동 샘머리@ 인근 천변
4840,2018-11-09,개,믹스,서구,괴정동 62-12 인근
4841,2018-11-10,고양이,코리안숏헤어,서구,변동 73-43 인근
4842,2018-11-10,개,믹스,서구,정림초등학교 인근
4843,2018-11-11,고양이,코리안숏헤어,서구,갈마동 갈마@ 인근
4844,2018-11-11,고양이,코리안숏헤어,서구,월평동 무궁화@ 상가 인근
4845,2018-11-11,개,포메라이언,서구,도마동 157-56 인근
4846,2018-11-11,고양이,코리안숏헤어,서구,월평동 85 내
4847,2018-11-11,고양이,코리안숏헤어,서구,월평동 85 내
4848,2018-11-09,개,말티즈,유성구,봉명동 464-4 인근
4849,2018-11-09,고양이,코리안숏헤어,유성구,교촌동 탑텐매장 내
4850,2018-11-09,고양이,코리안숏헤어,유성구,구암동 622-11 인근
4851,2018-11-09,개,믹스,유성구,원내동 길산골프 인근
4852,2018-11-10,고양이,코리안숏헤어,유성구,궁동 406-6 인근
4853,2018-11-11,개,시츄,유성구,북대전 IC 만남에광장 화장실
4854,2018-11-11,개,말티즈,유성구,북대전 IC 만남에광장 화장실
4855,2018-11-11,개,시츄,유성구,북대전 IC 만남에광장 화장실
4856,2018-11-11,고양이,코리안숏헤어,유성구,반석동 136-6 내
4857,2018-11-11,고양이,코리안숏헤어,유성구,노은초등학교 인근
4858,2018-11-11,고양이,코리안숏헤어,유성구,궁동 자연@ 인근
4859,2018-11-11,개,진도,중구,중촌동 노인공원 주변
4860,2018-11-09,고양이,코리안숏헤어,중구,산성동 48-4번지 주변
4861,2018-11-12,개,웰시코기,동구,계족로 184-55 자양초등학교 주변
4862,2018-11-12,개,진도,동구,효동 현대@ 102동 주변
4863,2018-11-12,개,푸들,동구,가양동 426-5번지 주변
4864,2018-11-11,개,말티즈,동구,천북로 28 주변
4865,2018-11-11,고양이,코리안숏헤어,동구,정동 중앙시장 주변
4866,2018-11-12,개,진도,중구,대사동주민센터 주변
4867,2018-11-12,개,믹스,중구,태평동 삼부@ 5단지 주변
4868,2018-11-13,개,믹스,중구,문화로55번길 주변
4869,2018-11-13,개,믹스,중구,유등지구대 주변
4870,2018-11-13,개,믹스,대덕구,선비마을@ 5단지 주변
4871,2018-11-14,개,믹스,동구,자양동 224-14번지 주변
4872,2018-11-14,개,푸들,중구,부사동 153-7번지 주변
4873,2018-11-14,개,푸들,중구,대사동 보문산주차장 주변
4874,2018-11-14,고양이,코리안숏헤어,동구,효동 290-3번지 주변
4875,2018-11-15,개,믹스,동구,가오동 동구청사 주변
4876,2018-11-12,고양이,코리안숏헤어,서구,내동 19-9 내
4877,2018-11-12,기타,닭,서구,탄방동 783 내
4878,2018-11-12,고양이,페르시안,서구,둔산동 가람@ 내
4879,2018-11-12,개,푸들,서구,정림초등학교 인근
4880,2018-11-12,개,믹스,서구,도마네거리 인근
4881,2018-11-12,고양이,코리안숏헤어,서구,유등로 515 인근
4882,2018-11-13,개,샤페이 믹스,서구,갈마동 쌍용@ 인근
4883,2018-11-13,개,슈나우져,서구,월평동 월평주공@ 1단지 내
4884,2018-11-13,고양이,코리안숏헤어,서구,월평동 월평주공@ 3단지 내
4885,2018-11-13,개,푸들,서구,관저동 원앙마을2단지@ 내
4886,2018-11-15,고양이,코리안숏헤어,서구,둔산동 수정타운@ 상가 내
4887,2018-11-15,고양이,코리안숏헤어,서구,갈마동 1120 주차장
4888,2018-11-14,고양이,코리안숏헤어,서구,배재대 자연과학관 내
4889,2018-11-15,기타,아메리칸 너구리,서구,대전일보 지하주차장 화장실 내
4890,2018-11-12,개,보스턴테리어,유성구,송강프라자 인근
4891,2018-11-13,개,말티즈,유성구,대학로 75번길 58 인근
4892,2018-11-13,개,믹스,유성구,원내동 101-1 인근
4893,2018-11-13,고양이,코리안숏헤어,유성구,교촌동 119-1 내
4894,2018-11-13,고양이,코리안숏헤어,유성구,교촌동 119-1 내
4895,2018-11-13,고양이,코리안숏헤어,유성구,교촌동 119-1 내
4896,2018-11-13,고양이,코리안숏헤어,유성구,교촌동 119-1 내
4897,2018-11-13,고양이,코리안숏헤어,유성구,교촌동 119-1 내
4898,2018-11-13,고양이,코리안숏헤어,유성구,테크노2로 135 인근
4899,2018-11-13,개,푸들,유성구,송강동 한솔@ 내
4900,2018-11-13,고양이,코리안숏헤어,유성구,노은동 535-31 인근
4901,2018-11-14,개,믹스,유성구,농업기술센터 인근 야산
4902,2018-11-14,개,믹스,유성구,농업기술센터 인근 야산
4903,2018-11-14,개,믹스,유성구,농업기술센터 인근 야산
4904,2018-11-14,개,믹스,유성구,농업기술센터 인근 야산
4905,2018-11-14,개,믹스,유성구,농업기술센터 인근 야산
4906,2018-11-16,개,풍산,중구,중촌동 하상도로 주변
4907,2018-11-16,개,풍산,중구,중촌동 하상도로 주변
4908,2018-11-15,고양이,코리안숏헤어,대덕구,오정동 대덕구청 주변
4909,2018-11-15,고양이,코리안숏헤어,대덕구,미호동 대청댐 주변
4910,2018-11-16,개,믹스,대덕구,평촌동 100번지 KT&G 주변
4911,2018-11-16,개,말티즈,중구,대흥동 대전회관 주변
4912,2018-11-16,고양이,코리안숏헤어,중구,선화동 164-1번지 주변
4913,2018-11-15,개,진도,대덕구,덕암로176번길 2 평화교회 주변
4914,2018-11-15,고양이,코리안숏헤어,유성구,유성생명과학고 삼거리 노상
4915,2018-11-16,고양이,코리안숏헤어,유성구,지족동 마들렌과자점 내
4916,2018-11-16,개,스피츠,유성구,장대푸르지오@ 인근
4917,2018-11-16,고양이,코리안숏헤어,유성구,상대목련@ 내
4918,2018-11-17,고양이,코리안숏헤어,유성구,봉명동 463-47 인근
4919,2018-11-18,개,믹스,유성구,원내동 한아름@ 인근
4920,2018-11-18,고양이,코리안숏헤어,유성구,지족동 혜랑숲@ 505 인근
4921,2018-11-15,고양이,코리안숏헤어,서구,변동 9-48 인근
4922,2018-11-15,개,시츄,서구,괴정로11번길 노상
4923,2018-11-16,개,시츄,서구,세이브존 인근
4924,2018-11-16,개,치와와,서구,용문동 스타벅스 인근
4925,2018-11-17,개,믹스,서구,둔산전자타운 인근
4926,2018-11-17,개,프렌치불독,서구,복수동 오량체육관 인근
4927,2018-11-17,고양이,코리안숏헤어,서구,관저동 1088 인근
4928,2018-11-17,개,진도,서구,도마동 121-4 인근
4929,2018-11-17,고양이,코리안숏헤어,서구,둔원중학교 인근
4930,2018-11-17,개,포메라이언,서구,변동초교 인근
4931,2018-11-18,개,보더콜리,서구,갈마동 동산@ 인근
4932,2018-11-17,개,푸들,동구,삼성동 삼성자이@ 주변
4933,2018-11-17,고양이,페르시안,대덕구,읍내동 백송@ 101동 주변
4934,2018-11-17,개,시츄,대덕구,법동소류지 주변
4935,2018-11-17,개,요크셔테리어,대덕구,아리랑로 125번길 11 대양이엔씨 주변
4936,2018-11-19,개,스피츠,중구,대흥동 대전중학교 주변
4937,2018-11-19,개,푸들,중구,목동 정통춘천닭갈비 주변
4938,2018-11-16,고양이,코리안숏헤어,대덕구,신대동 358-3번지 주변
4939,2018-11-19,개,진도,중구,안영동 최가네 식당 주변
4940,2018-11-20,개,말티즈,중구,중촌네거리 주변
4941,2018-11-20,고양이,코리안숏헤어,중구,중촌동 413-53번지 주변
4942,2018-11-19,개,스피츠,대덕구,삼정동 산23-25번지 주변
4943,2018-11-19,고양이,코리안숏헤어,대덕구,중리동 406-16번지 주변
4944,2018-11-20,개,스피츠,대덕구,읍내동 90-45번지 주변
4945,2018-11-20,개,믹스,중구,대흥동 성모병원 주변
4946,2018-11-21,개,푸들,중구,유천동 시외버스터미널 주변
4947,2018-11-20,개,믹스,대덕구,상서동 신탄진휴게소(서울방향) 주변
4948,2018-11-21,개,믹스,대덕구,송촌동 선비마을@ 4단지 주변
4949,2018-11-21,개,믹스,중구,유천동 265-30번지 주변
4950,2018-11-21,개,피레니즈,대덕구,법동시장 주변
4951,2018-11-21,개,비숑프리제,대덕구,비래동 하나은행 주변
4952,2018-11-21,개,푸들,동구,가오우체국 주변
4953,2018-11-21,고양이,코리안숏헤어,동구,용전동 80-10번지 홍콩반점 주변
4954,2018-11-21,고양이,코리안숏헤어,동구,용전동 80-10번지 홍콩반점 주변
4955,2018-11-22,개,포메라이언,동구,가양동 340-17번지 가양초 병설유치원 주변
4956,2018-11-22,개,포메라이언,동구,가양동 340-17번지 가양초 병설유치원 주변
4957,2018-11-23,고양이,코리안숏헤어,동구,충청로 139 파리바게트 주변
4958,2018-11-23,개,페키니즈,동구,인동 참좋은@ 관리사무소 주변
4959,2018-11-23,개,요크셔테리어,중구,선화동 361-1 세븐일레븐 주변
4960,2018-11-22,개,믹스,대덕구,덕암동 7-47 주변
4961,2018-11-22,개,리트리버,중구,부사동 부사네거리 주변
4962,2018-11-23,개,믹스,중구,안영동 안영뿌리공원 주변
4963,2018-11-23,개,시츄,중구,선화동 392번지 주변
4964,2018-11-23,개,말티즈 믹스,중구,산성동 276-1번지 주변
4965,2018-11-23,개,비글,동구,계족로 33 주변
4966,2018-11-24,개,믹스,동구,판암사거리 타이어뱅크 주변
4967,2018-11-24,개,스탠다드푸들,대덕구,읍내동 93-5번지 주변
4968,2018-11-24,개,리트리버,대덕구,읍내동 342-3번지 주변
4969,2018-11-25,개,불독,대덕구,중리동 영진로얄@ 주변
4970,2018-11-25,개,진도,대덕구,중리동 영진로얄@ 주변
4971,2018-11-18,개,푸들,서구,배재대정문 인근
4972,2018-11-19,개,시츄,서구,관저동 느리울@ 305 인근
4973,2018-11-19,개,퍼그,서구,만년동 강변@ 내
4974,2018-11-19,개,푸들,서구,용문어린이공원 인근
4975,2018-11-19,고양이,코리안숏헤어,서구,변동초등학교 인근
4976,2018-11-19,고양이,아비시니안,서구,갈마동 노인정 인근
4977,2018-11-19,고양이,페르시안,서구,탄방동 전자상가 인근
4978,2018-11-19,고양이,아메리칸 컬,서구,월평동 주공@ 301 인근
4979,2018-11-19,고양이,러시안블루,서구,둔산동 샘머리@ 상가 내
4980,2018-11-19,개,믹스,서구,도마삼거리 인근
4981,2018-11-19,고양이,페르시안,서구,관저동 원앙마을1단지 내
4982,2018-11-20,고양이,페르시안,서구,가수원동 은아@ 301 인근
4983,2018-11-19,개,푸들,서구,복수동 목화@ 1단지 내
4984,2018-11-20,개,말티즈,서구,갈마삼거리 인근
4985,2018-11-20,개,말티즈,서구,도마네거리 인근
4986,2018-11-20,개,포메라이언,서구,탄방주민센터 인근 공원
4987,2018-11-20,개,푸들,서구,만년동 초원@ 내
4988,2018-11-20,고양이,앙고라,서구,괴정동 44-12 내
4989,2018-11-20,고양이,코리안숏헤어,서구,도마동 30-48 인근
4990,2018-11-20,고양이,코리안숏헤어,서구,도안동 우미린@ 정문 인근
4991,2018-11-21,개,푸들,서구,서대전고교 인근
4992,2018-11-21,개,스피츠,서구,괴정동 80-2 인근
4993,2018-11-21,개,스피츠,서구,괴정동 80-2 인근
4994,2018-11-22,고양이,먼치킨,서구,봉산초등학교 운동장
4995,2018-11-22,고양이,앙고라,서구,탄방동 1342 인근
4996,2018-11-22,고양이,페르시안,서구,변동중로 45번길 34 인근
4997,2018-11-22,고양이,코리안숏헤어,서구,둔산여고 인근 노상
4998,2018-11-23,개,치와와,서구,문정초등학교 인근
4999,2018-11-23,고양이,코리안숏헤어,서구,경성스포츠 인근
5000,2018-11-23,개,치와와,서구,가수원동 799-1 인근
5001,2018-11-23,개,요크셔테리어,서구,정림동 정든@ 인근
5002,2018-11-25,개,말티즈,서구,월평우체국 인근
5003,2018-11-25,개,진도,서구,도마동 114-16 인근
5004,2018-11-25,개,진도,서구,도마동 114-16 인근
5005,2018-11-26,고양이,코리안숏헤어,서구,가장동 44-20 내
5006,2018-11-26,고양이,코리안숏헤어,서구,둔산동 1833 내
5007,2018-11-19,개,진도,유성구,외삼지하철 기지창 인근
5008,2018-11-19,개,믹스,유성구,갑동 자작나무카페 인근
5009,2018-11-19,개,믹스,유성구,덕명동 541-4 인근
5010,2018-11-19,개,믹스,유성구,유성온천역 인근
5011,2018-11-19,개,믹스,유성구,봉명동 624-2 인근
5012,2018-11-19,개,믹스,유성구,봉명동 624-2 인근
5013,2018-11-19,고양이,앙고라,유성구,구암동 초롱@ 인근 공원
5014,2018-11-19,고양이,앙고라,유성구,구암동 초롱@ 인근 공원
5015,2018-11-19,고양이,앙고라,유성구,구암동 초롱@ 인근 공원
5016,2018-11-20,고양이,코리안숏헤어,유성구,반석초등학교 운동장
5017,2018-11-20,고양이,코리안숏헤어,유성구,장대동 11-32 내
5018,2018-11-21,개,말티즈,유성구,지족초등학교 인근
5019,2018-11-22,고양이,앙고라,유성구,현충원 보훈미래관 인근
5020,2018-11-22,개,치와와,유성구,봉산동 성당 인근
5021,2018-11-22,개,치와와 믹스,유성구,목원대 정문 인근
5022,2018-11-24,개,푸들,유성구,덕명동 531-1 인근
5023,2018-11-24,개,케인코르소,유성구,교촌동 제이파크@ 인근
5024,2018-11-26,고양이,코리안숏헤어,유성구,갑동 387-150 내
5025,2018-11-26,고양이,코리안숏헤어,유성구,갑동 387-150 내
5026,2018-11-26,고양이,코리안숏헤어,유성구,갑동 387-150 내
5027,2018-11-25,고양이,코리안숏헤어,중구,문창동 23-4번지 주변
5028,2018-11-25,개,포메라이언,중구,옥계동 CU편의점 주변
5029,2018-11-26,개,말티즈,중구,용두동 141-4번지 주변
5030,2018-11-26,고양이,코리안숏헤어,대덕구,오정동 255-1번지 느낌카페 주변
5031,2018-11-26,기타,오골계,중구,유천동 현대@ 116동 주변
5032,2018-11-26,개,퍼그,중구,중촌동 금호@ 9동 주변
5033,2018-11-25,개,스피츠,중구,수도산로26-14 주변
5034,2018-11-27,개,코카스파니엘 믹스,중구,대사동 135-101번지 주변
5035,2018-11-26,고양이,페르시안,대덕구,중리동 365-18번지 어린이집 주변
5036,2018-11-27,개,진도,대덕구,오정동 한남대 관리사무실 주변
5037,2018-11-26,개,포메라이언,동구,가양동 31-8번지 주변
5038,2018-11-26,개,포메라이언,동구,가양동 31-8번지 주변
5039,2018-11-25,고양이,코리안숏헤어,동구,용운동 조마루감자탕 주변
5040,2018-11-27,고양이,코리안숏헤어,동구,삼성동 319-5번지 주변
5041,2018-11-27,고양이,코리안숏헤어,중구,선화동 대도할인마트 주변
5042,2018-11-28,개,요크셔테리어,중구,문화동 한밭도서관 주변
5043,2018-11-28,개,푸들,중구,문화동 한밭도서관 주변
5044,2018-11-27,고양이,코리안숏헤어,대덕구,중리동 거성맨션 주변
5045,2018-11-28,개,믹스,대덕구,오정동 90-4번지 주변
5046,2018-11-28,개,믹스,대덕구,오정동 90-4번지 주변
5047,2018-11-27,기타,토끼,동구,정동 대전역4번출구 주변
5048,2018-11-26,개,포메라이언,유성구,노은동 노블레스@ 11단지 인근
5049,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5050,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5051,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5052,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5053,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5054,2018-11-26,개,진도,유성구,봉산동 법화사 인근 야산
5055,2018-11-26,고양이,코리안숏헤어,유성구,관평동 테크노 6단지@ 인근
5056,2018-11-27,고양이,코리안숏헤어,유성구,노은초교 인근
5057,2018-11-27,고양이,코리안숏헤어,유성구,송강동 두리초교 인근
5058,2018-11-27,개,말티즈,유성구,원계산로 238-33 인근
5059,2018-11-28,개,미니핀,유성구,목원대 인근
5060,2018-11-28,개,샤모에드,유성구,대정동 146-3 인근
5061,2018-11-28,개,믹스,유성구,농업기술센터 인근 야산
5062,2018-11-28,개,믹스,유성구,농업기술센터 인근 야산
5063,2018-11-28,개,말티즈,유성구,죽동 칸타빌@ 203 인근
5064,2018-11-28,고양이,코리안숏헤어,유성구,궁동소비자마트 인근
5065,2018-11-20,고양이,페르시안,서구,용문역7번출구 인근
5066,2018-11-20,개,푸들,서구,갈마우체국 인근
5067,2018-11-26,개,코카스파니엘,서구,용문어린이공원 인근 쓰레기장
5068,2018-11-26,개,포메라이언,서구,괴정고등학교 인근
5069,2018-11-27,개,말티즈,서구,가수원네거리 인근
5070,2018-11-28,고양이,코리안숏헤어,서구,내동 10-44 내
5071,2018-11-28,개,비숑프리제,서구,괴정동사무소 인근
5072,2018-11-28,고양이,앙고라,서구,괴정동 124-37 인근
5073,2018-11-29,고양이,코리안숏헤어,서구,도마동 47-20 인근
5074,2018-11-29,고양이,러시안블루,서구,갈마동 쌍용@ 2동 인근
5075,2018-11-27,개,믹스,동구,천동 위드힐@ 주변
5076,2018-11-28,개,말티즈,중구,호동 7-5 대복빌라 주변
5077,2018-11-29,개,코카스파니엘,중구,선화동 29번지 주변
5078,2018-11-29,개,스피츠,중구,선화동 17번지 주변
5079,2018-11-28,개,진도,대덕구,송촌동 선비마을@ 주변
5080,2018-11-29,개,믹스,중구,선화동 235-39번지 주변
5081,2018-11-29,개,진도,중구,산성동 325-4번지 주변
5082,2018-11-30,고양이,코리안숏헤어,중구,대사동 387-5번지 주변
5083,2018-11-30,기타,닭,대덕구,신탄진동 129-11번지 주변
5084,2018-11-30,기타,닭,대덕구,신탄진동 129-11번지 주변
5085,2018-11-30,기타,닭,대덕구,신탄진동 129-11번지 주변
5086,2018-11-29,고양이,코리안숏헤어,동구,용운동 147 주공2단지@ 주변
5087,2018-11-30,개,포메라이언,동구,삼성동 중부소방서 주변
5088,2018-11-29,개,믹스,서구,관저동 원앙마을1단지@ 입구
5089,2018-11-29,개,치와와,서구,도마삼거리 인근
5090,2018-11-30,개,치와와,서구,복수초등학교 인근
5091,2018-11-30,개,푸들,서구,관저동 원앙마을4단지@ 내
5092,2018-11-29,개,포메라이언,유성구,송강동 그린@ 인근
5093,2018-11-29,개,푸들,유성구,노은역 인근
5094,2018-11-29,개,요크셔테리어,유성구,송강동 청솔@ 305 인근
5095,2018-11-29,개,치와와,유성구,전민동 엑스포@ 402 인근
5096,2018-11-29,개,치와와,유성구,전민동 엑스포@ 402 인근
5097,2018-11-30,고양이,코리안숏헤어,서구,용문동 217-18 인근
5098,2018-12-01,고양이,페르시안,서구,갈마동 롯데리아 인근
5099,2018-11-30,개,코카스파니엘,중구,문창로60번길 20 주변
5100,2018-12-02,개,믹스,중구,태평오거리 주변
5101,2018-12-02,개,믹스,중구,중촌동 395-11번지 주변
5102,2018-11-30,개,말티즈,대덕구,중리동로27번길 22 주변
5103,2018-12-01,개,스피츠,대덕구,법동 332-3번지 주변
5104,2018-12-01,개,말티즈,대덕구,중리지구대 주변
5105,2018-12-02,개,푸들,대덕구,중리동 435-1번지 주변
5106,2018-11-30,고양이,코리안숏헤어,동구,삼성동 298-11 삼성셀프주유소 주변
5107,2018-12-03,개,요크셔테리어,동구,낭월동 일대 주변
5108,2018-12-03,개,포메라이언,중구,문화동 기독교연합봉사회관 주변
5109,2018-12-03,개,스피츠,동구,가오동 동구청사 주변
5110,2018-12-02,고양이,코리안숏헤어,서구,용문동 230-21 인근
5111,2018-12-02,고양이,코리안숏헤어,서구,탄방동 1055 지하
5112,2018-12-03,개,리트리버,서구,둔산동 청솔@ 7동 인근
5113,2018-12-03,고양이,앙고라 믹스,서구,정림국민체육관 인근
5114,2018-12-03,고양이,샴,서구,용문동 217-18 인근
5115,2018-12-03,고양이,노르웨이숲,서구,가장동 51-34 인근
5116,2018-12-03,고양이,코리안숏헤어,서구,괴정동 93-24 인근
5117,2018-12-04,개,포메라이언,서구,둔산동 녹원@ 정문
5118,2018-12-01,고양이,코리안숏헤어,유성구,월드컵경기장 인근
5119,2018-12-02,고양이,코리안숏헤어,유성구,유성고등학교 인근
5120,2018-12-03,고양이,코리안숏헤어,유성구,구암동 670-5 인근
5121,2018-12-03,고양이,앙고라,유성구,상대동 한라비발디@ 후문 인근
5122,2018-12-04,개,닥스훈트,유성구,죽동 칸타빌@ 인근
5123,2018-12-04,개,푸들,유성구,갑동 만나 인근
5124,2018-12-04,개,믹스,유성구,갑동 만나 인근
5125,2018-12-04,개,프렌치불독,동구,대성동 254-4번지 주변
5126,2018-12-04,개,진도,동구,백룡로11번길 61 주변
5127,2018-12-05,개,진도,대덕구,대화동 원맹학교 주변
5128,2018-12-04,고양이,코리안숏헤어,서구,도솔6길 26 내
5129,2018-12-04,개,말티즈,서구,도마동 44-6 인근
5130,2018-12-04,고양이,코리안숏헤어,서구,기성치안센터 인근
5131,2018-12-04,고양이,페르시안,서구,도마약국 인근
5132,2018-12-05,고양이,아비시니안,동구,성남동 52-10 파리바게트 주변
5133,2018-12-05,개,믹스,대덕구,비래동 134-50번지 주변
5134,2018-12-05,개,믹스,대덕구,대화동 35-38번지 주변
5135,2018-12-05,고양이,페르시안,서구,가수원로65번길 23
5136,2018-12-05,고양이,페르시안,서구,가수원로65번길 23
5137,2018-12-05,고양이,코리안숏헤어,서구,갈마동 291-10 인근
5138,2018-12-06,개,말티즈,서구,갈마동 264-3 인근
5139,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5140,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5141,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5142,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5143,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5144,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5145,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5146,2018-12-06,개,요크셔테리어,서구,괴정동 71-12 내
5147,2018-12-06,개,비숑프리제,서구,가수원동 1277 인근
5148,2018-12-06,개,비숑프리제,서구,월평주공@ 인근
5149,2018-12-06,개,비숑프리제,서구,월평주공@ 인근
5150,2018-12-05,개,요크셔테리어,유성구,덕명서로2번길 17 인근
5151,2018-12-06,고양이,코리안숏헤어,유성구,한밭대기숙사 인근
5152,2018-12-06,개,믹스,중구,안영동 113번지 주변
5153,2018-12-06,개,치와와,중구,부사동 인삼센터 주변
5154,2018-12-06,고양이,코리안숏헤어,동구,가양동 48-32번지 주변
5155,2018-12-06,개,푸들,동구,대전보건대학교 주변
5156,2018-12-07,개,믹스,중구,선화서로130번길 27 주변
5157,2018-12-07,개,진도,동구,홍도동 128-1번지 신창마트 주변
5158,2018-12-07,개,믹스,동구,은어송로72번길 주변
5159,2018-12-07,개,믹스,중구,산성동 한밭가든@ 관리사무소 주변
5160,2018-12-07,개,믹스,중구,산성동 한밭가든@ 관리사무소 주변
5161,2018-12-07,개,믹스,대덕구,신탄진동 17-16번지 주변
